"","u","s","m","l","u.r","s.r","m.r","l.r","x","y","z","h.theta","h.phi","r.vec","r.max","r.achieved","lum"
"M1_DF_DARK_117_K176731_P1",0.231426204363618,0.187956307782715,0.292066856304933,0.288550631548734,-0.0185737956363822,-0.0620436922172852,0.0420668563049329,0.0385506315487344,0.0616011910617688,0.0380518106111977,-0.0185737956363822,0.553341516315083,-0.251107941758941,0.0747504710042759,0.301200929268079,0.248174768869141,0.0035959584403945
"M1_DF_DARK_117_K176731_P2",0.178551728660322,0.0796946475787548,0.360772773397584,0.380980850363339,-0.0714482713396776,-0.170305352421245,0.110772773397584,0.130980850363339,0.184499365840733,0.0922314902762371,-0.0714482713396776,0.46356872152455,-0.333450630284315,0.218292279459527,0.32044248221804,0.681221409684981,0.00207746442068071
"M1_DF_DARK_117_K176731_P3",0.170402872384985,0.08259580341173,0.363895080101521,0.383106244101764,-0.0795971276150153,-0.16740419658827,0.113895080101521,0.133106244101764,0.184024310517373,0.092662140875582,-0.0795971276150153,0.466469266082105,-0.368661896180775,0.220877617556876,0.329856750993113,0.66961678635308,0.00293449278737138
"M1_DF_DARK_117_K176731_P4",0.242620737152386,0.111426504766213,0.318277296859125,0.327675461222276,-0.00737926284761401,-0.138573495233787,0.0682772968591252,0.0776754612222757,0.132424900181673,0.0698100460154087,-0.00737926284761402,0.485144312515266,-0.0492541272091702,0.149880786737239,0.27039944847385,0.554293980935148,0.00130427386592484
"M1_DF_DARK_117_K176732_P1",0.232384723577786,0.182643595782823,0.292466957801092,0.292504722838299,-0.0176152764222143,-0.067356404217177,0.0424669578010918,0.0425047228382995,0.0672759259632473,0.0388150700509609,-0.0176152764222143,0.523301026032382,-0.223023069131312,0.0796426885577348,0.295601767505816,0.269425616868708,0.00435537299019381
"M1_DF_DARK_117_K176732_P2",0.153469518419871,0.0870047206664062,0.360123005984327,0.399402754929396,-0.0965304815801293,-0.162995279333594,0.110123005984327,0.149402754929396,0.191303945148206,0.0826744073859899,-0.0965304815801293,0.407921745016756,-0.433767640362401,0.229674532632558,0.352271755310311,0.651981117334375,0.00257230609060443
"M1_DF_DARK_117_K176732_P3",0.147075184419457,0.0709513499661928,0.373727215107371,0.408246250506979,-0.102924815580543,-0.179048650033807,0.123727215107371,0.158246250506979,0.206550099791932,0.0948431117049343,-0.102924815580543,0.430459487467224,-0.425218223528109,0.249502860152385,0.348372998212043,0.716194600135229,0.00275282309446092
"M1_DF_DARK_117_K176732_P4",0.235437700830642,0.144941874141009,0.305693645354526,0.313926779673822,-0.0145622991693577,-0.105058125858991,0.0556936453545261,0.0639267796738225,0.103481698196953,0.053923481202616,-0.0145622991693577,0.480378450088406,-0.124154485567049,0.117593640320521,0.279829949751709,0.420232503435963,0.00250558378267812
"M1_DF_DARK_117_K176733_P1",0.238250957873393,0.186483080336808,0.287349763742909,0.28791619804689,-0.0117490421266075,-0.0635169196631916,0.0373497637429092,0.03791619804689,0.0621148453523409,0.0354614931474045,-0.0117490421266075,0.518749115357851,-0.162811697128843,0.0724831808096295,0.285290837441357,0.254067678652767,0.00334857180498432
"M1_DF_DARK_117_K176733_P2",0.190431957085558,0.106119492419188,0.343032553169384,0.360415997325869,-0.0595680429144416,-0.143880507580812,0.0930325531693844,0.110415997325869,0.155724170098632,0.0776154402823482,-0.0595680429144416,0.462379721075079,-0.329848319319311,0.183909014079754,0.319551649441568,0.575522030323248,0.00371988998299967
"M1_DF_DARK_117_K176733_P3",0.17050907055315,0.0811572562139715,0.36191324906595,0.386420424166928,-0.0794909294468496,-0.168842743786028,0.11191324906595,0.136420424166928,0.186934749687567,0.0905976383513837,-0.0794909294468496,0.451291124742663,-0.365470363922869,0.222421538030662,0.329332390962168,0.675370975144114,0.00263880068289277
"M1_DF_DARK_117_K176733_P4",0.234307627360373,0.150393679570088,0.299804840596222,0.315493852473317,-0.0156923726396271,-0.0996063204299124,0.0498048405962225,0.065493852473317,0.101102795014547,0.0472779192290627,-0.0156923726396271,0.437411589016347,-0.139683395164537,0.112708594904933,0.282885148297994,0.398425281719649,0.00130668711478085
"M1_DF_DARK_117_K176734_P1",0.223699135240848,0.175389114151587,0.29670274447691,0.304209006130655,-0.0263008647591521,-0.0746108858484127,0.0467027444769102,0.0542090061306545,0.0788857510172905,0.0402369810683353,-0.0263008647591521,0.471668361629667,-0.288702745271419,0.0923780918082569,0.309532887720774,0.298443543393651,0.00327216958193853
"M1_DF_DARK_117_K176734_P2",0.166342073945272,0.0839701559290375,0.358949562925929,0.390738207199762,-0.0836579260547284,-0.166029844070962,0.108949562925929,0.140738207199762,0.187856298750306,0.0859809187217017,-0.0836579260547285,0.429234765961724,-0.384750068870167,0.222893149190751,0.335622114262007,0.66411937628385,0.00252934794948682
"M1_DF_DARK_117_K176734_P3",0.166267498851998,0.0796984563000689,0.361854977794661,0.392179067053272,-0.083732501148002,-0.170301543699931,0.111854977794661,0.142179067053272,0.191354512714648,0.0890362102783824,-0.083732501148002,0.435499822491649,-0.377687735873973,0.227057543423461,0.333316919052028,0.681206174799724,0.00282694049980131
"M1_DF_DARK_117_K176734_P4",0.226247127736773,0.141390196922077,0.312521620317637,0.319841055023514,-0.0237528722632271,-0.108609803077923,0.0625216203176367,0.0698410550235135,0.109278386627581,0.0579162840210644,-0.0237528722632271,0.487349571465132,-0.189744895077983,0.125937526891268,0.289885266620255,0.434439212311692,0.00193174476101225
"M1_DF_DARK_117_K176735_P1",0.221484757811937,0.181411946623747,0.296649282458276,0.30045401310604,-0.0285152421880633,-0.0685880533762527,0.0466492824582755,0.0504540131060405,0.0728980802020226,0.0393973753864218,-0.0285152421880633,0.495477440589959,-0.331431396089799,0.0876321991138135,0.319414952021931,0.274352213505011,0.00343109335671101
"M1_DF_DARK_117_K176735_P2",0.174603166730237,0.106733866870733,0.344446833607725,0.374216132791305,-0.0753968332697631,-0.143266133129267,0.0944468336077252,0.124216132791304,0.16379876668721,0.0735191887159095,-0.0753968332697631,0.421887581591437,-0.397578058452034,0.194730042738159,0.339804736968885,0.573064532517066,0.00353805939535814
"M1_DF_DARK_117_K176735_P3",0.16581577733276,0.0868515571616698,0.358270503669844,0.389062161835727,-0.0841842226672404,-0.16314844283833,0.108270503669844,0.139062161835727,0.185065444077351,0.0850745936626821,-0.0841842226672404,0.430891146285729,-0.391927006660734,0.220394846637813,0.337721345670781,0.652593771353321,0.00308769089120173
"M1_DF_DARK_117_K176735_P4",0.235707532401312,0.135177178911761,0.306266620829001,0.322848667857927,-0.0142924675986884,-0.114822821088239,0.0562666208290005,0.0728486678579268,0.11492484679662,0.0546266133344969,-0.0142924675986884,0.443713193708235,-0.111851904892131,0.128047108228506,0.278792810991172,0.459291284352955,0.00187747791390071
"M1_DF_DARK_117_K176736_P1",0.221675522345078,0.179370930333123,0.294075380026988,0.304878167294811,-0.028324477654922,-0.0706290696668766,0.044075380026988,0.0548781672948106,0.0768571723956776,0.0367347850390049,-0.028324477654922,0.445862045384527,-0.321005590154371,0.0897705152872867,0.317753425433363,0.282516278667506,0.00345476011449172
"M1_DF_DARK_117_K176736_P2",0.187314370084376,0.0893363903563522,0.35150794132901,0.371841298230262,-0.0626856299156244,-0.160663609643648,0.10150794132901,0.121841298230262,0.172998218530762,0.0855027134888996,-0.0626856299156245,0.459029344091744,-0.314086445827861,0.20290043328367,0.315722449118539,0.642654438574591,0.00304252070840345
"M1_DF_DARK_117_K176736_P3",0.179798235256844,0.100585088248802,0.345533955019102,0.374082721475252,-0.0702017647431564,-0.149414911751198,0.0955339550191022,0.124082721475252,0.167482411815916,0.0765089891907924,-0.0702017647431565,0.428509334284423,-0.364248651713592,0.197059055787158,0.329717853254327,0.597659647004791,0.00226345792067761
"M1_DF_DARK_117_K176736_P4",0.226146174302665,0.130698359806271,0.312877425641844,0.33027804024922,-0.0238538256973348,-0.119301640193729,0.0628774256418436,0.0802780402492205,0.122217095028237,0.0582579801284371,-0.0238538256973348,0.444815074431084,-0.174393611873207,0.137477327462333,0.28808767264031,0.477206560774917,0.00141577567438414
"M1_DF_DARK_117_K176737_P1",0.22921347525361,0.181663828757891,0.29233143551197,0.296791260476529,-0.0207865247463899,-0.0683361712421086,0.0423314355119699,0.0467912604765286,0.0705008657769431,0.0375501213590753,-0.0207865247463899,0.489401248493869,-0.254584115367701,0.0825376477761034,0.30195446377761,0.273344684968434,0.0042232789527159
"M1_DF_DARK_117_K176737_P2",0.176172240128734,0.108502447819106,0.339954673495933,0.375370638556228,-0.0738277598712664,-0.141497552180894,0.089954673495933,0.125370638556228,0.163422723971421,0.0693092846202017,-0.0738277598712664,0.401116947389932,-0.394138754185353,0.192253223048179,0.339675881464008,0.565990208723576,0.00278893539657972
"M1_DF_DARK_117_K176737_P3",0.163271074186496,0.0833013775716191,0.35922332369621,0.394204224545675,-0.0867289258135041,-0.166698622428381,0.10922332369621,0.144204224545675,0.190388333666259,0.0851855234901087,-0.0867289258135041,0.420714970106586,-0.394063397767132,0.225889790785823,0.338769732309685,0.666794489713524,0.00308938300982267
"M1_DF_DARK_117_K176737_P4",0.231727346036275,0.156883807133472,0.302269323575822,0.30911952325443,-0.0182726539637247,-0.0931161928665278,0.0522693235758221,0.0591195232544304,0.0932249562808847,0.048979630958734,-0.0182726539637247,0.483754123953388,-0.171804762195828,0.106882115460467,0.286958992228321,0.372464771466111,0.00241872353180869
"M1_DF_DARK_117_K176738_P1",0.226201810732426,0.18096572229199,0.293081766095155,0.299750700880428,-0.023798189267574,-0.0690342777080095,0.0430817660951553,0.0497507008804282,0.0727406466622744,0.0372811829215343,-0.023798189267574,0.473614966029632,-0.283320055209338,0.0851319099356406,0.308295794357835,0.276137110832038,0.00377102821218234
"M1_DF_DARK_117_K176738_P2",0.171507447131073,0.0780427418593318,0.361030010084008,0.389419800925588,-0.0784925528689271,-0.171957258140668,0.111030010084008,0.139419800925588,0.190678728080196,0.0900138013652877,-0.0784925528689272,0.441055410218976,-0.356361155080835,0.224993205751623,0.327106294006458,0.687829032562673,0.0028527433840793
"M1_DF_DARK_117_K176738_P3",0.178073463951868,0.0997276785003091,0.345191441397158,0.377007416150665,-0.0719265360481319,-0.150272321499691,0.0951914413971577,0.127007416150665,0.169798468314039,0.0755358998908317,-0.0719265360481319,0.418568106821775,-0.369276361252453,0.19927523328802,0.331523515607014,0.601089285998763,0.00217519438997426
"M1_DF_DARK_117_K176738_P4",0.230121526958878,0.143147919530996,0.305660649858759,0.321069903651367,-0.0198784730411218,-0.106852080469004,0.0556606498587587,0.0710699036513674,0.10895451877962,0.0520089328970619,-0.0198784730411218,0.445360191368519,-0.163186563910627,0.122356732360898,0.286275971005523,0.427408321876017,0.00197404030076631
"M1_DF_DARK_117_K176739_P1",0.223683731246542,0.18066352196967,0.294568264196934,0.301084482586854,-0.0263162687534582,-0.0693364780303298,0.0445682641969345,0.0510844825868536,0.0737424769619719,0.0379675767135,-0.0263162687534582,0.475470442007652,-0.307235979655694,0.0870174453261339,0.313750596360223,0.277345912121319,0.00358027556838091
"M1_DF_DARK_117_K176739_P2",0.180652021650321,0.0995384852619671,0.350316025486697,0.369493467601015,-0.0693479783496792,-0.150461514738033,0.100316025486697,0.119493467601015,0.165312990063178,0.0818829999486712,-0.0693479783496793,0.459897429033003,-0.359567076950359,0.19708463274799,0.327466849398552,0.601846058952132,0.00299263592689493
"M1_DF_DARK_117_K176739_P3",0.17203106157691,0.0867302918903158,0.360317463545332,0.380921182987442,-0.0779689384230898,-0.163269708109684,0.110317463545332,0.130921182987442,0.180154392540664,0.0894431572938641,-0.0779689384230898,0.460828111243858,-0.36980853887516,0.215719352162049,0.330311352086709,0.653078832438737,0.00259062054585973
"M1_DF_DARK_117_K176739_P4",0.234933333812606,0.140397899853632,0.305336277306379,0.319332489027383,-0.0150666661873937,-0.109602100146368,0.0553362773063788,0.0693324890273826,0.109574610202556,0.0533661144779495,-0.0150666661873937,0.453217817290703,-0.12299567616986,0.122806928980078,0.280119926570924,0.438408400585471,0.00187278179172651
"M1_DF_DARK_117_K176740_P1",0.226709287899541,0.182148030234215,0.291790815936035,0.29935186593021,-0.0232907121004591,-0.0678519697657854,0.0417908159360349,0.0493518659302097,0.0717723983380463,0.0360913437770845,-0.0232907121004591,0.465931606539626,-0.282180390384564,0.0836440047401926,0.308185617266967,0.271407879063142,0.00428042044615122
"M1_DF_DARK_117_K176740_P2",0.146683819510849,0.0799689407586341,0.368257955655246,0.405089284075271,-0.103316180489151,-0.170031059241366,0.118257955655246,0.155089284075271,0.199094736531062,0.0889037176445373,-0.103316180489151,0.419972672151228,-0.442497201737577,0.241281616117473,0.354761090700146,0.680124236965463,0.0025198702822338
"M1_DF_DARK_117_K176740_P3",0.174969714783738,0.0954478945708363,0.354362809306077,0.375219581339349,-0.0750302852162625,-0.154552105429164,0.104362809306077,0.125219581339349,0.171324469265155,0.0841662635106185,-0.0750302852162625,0.456637799546969,-0.37451890291207,0.2050989453458,0.331763428224218,0.618208421716654,0.00356005182381393
"M1_DF_DARK_117_K176740_P4",0.153815037296688,0.0920927682637568,0.34846578460336,0.405626409836194,-0.0961849627033115,-0.157907231736243,0.0984657846033603,0.155626409836194,0.191999359762286,0.0704322163239916,-0.0961849627033115,0.351593772087853,-0.439621722280846,0.225999996229369,0.357805012703381,0.631628926944973,0.00256880619725231
"M1_DF_DARK_117_K176741_P1",0.223449861631374,0.180117540968885,0.292458202156988,0.303974395242752,-0.0265501383686258,-0.0698824590311146,0.0424582021569883,0.0539743952427522,0.0758465235293068,0.0356468325523453,-0.0265501383686259,0.4393497263725,-0.306802910887518,0.0879107595797569,0.314495085027759,0.279529836124458,0.00253933142891102
"M1_DF_DARK_117_K176741_P2",0.170145982764158,0.095625259370305,0.352058667742961,0.382170090122576,-0.0798540172358422,-0.154374740629695,0.102058667742961,0.132170090122576,0.175472155943808,0.0800169055136428,-0.0798540172358422,0.427839871758214,-0.392569481976603,0.208733913747262,0.338031197487095,0.61749896251878,0.00327113476296741
"M1_DF_DARK_117_K176741_P3",0.154462629387913,0.0718977772274549,0.369568109186582,0.40407148419805,-0.095537370612087,-0.178102222772545,0.119568109186582,0.15407148419805,0.203414022011685,0.0930435699209586,-0.095537370612087,0.428998816657427,-0.403655917220731,0.243231904646734,0.341421770122103,0.71240889109018,0.00233999172410496
"M1_DF_DARK_117_K176741_P4",0.248557219042776,0.14604391045411,0.302247295727262,0.303151574775852,-0.00144278095722417,-0.10395608954589,0.0522472957272615,0.0531515747758523,0.0962084030671823,0.0549065255617983,-0.00144278095722418,0.518599768345215,-0.0130238594542345,0.110782963432544,0.266417686343523,0.415824358183558,0.00226803179899436
"M1_DF_DARK_117_K176742_P1",0.218710371570644,0.186483626799493,0.291376375295659,0.303429626334204,-0.0312896284293564,-0.0635163732005068,0.0413763752956591,0.0534296263342041,0.0716145065799502,0.0328237191071175,-0.0312896284293564,0.42976693634697,-0.378077685985069,0.0847648213350318,0.333633743017129,0.254065492802027,0.00368937332388524
"M1_DF_DARK_117_K176742_P2",0.173829563677906,0.0971097851964139,0.347807472185726,0.381253178939954,-0.0761704363220938,-0.152890214803586,0.0978074721857256,0.131253178939954,0.174001582113601,0.0768101742252165,-0.0761704363220938,0.415707453535525,-0.380914711431313,0.204886038597174,0.335021503600451,0.611560859214344,0.00258287056180896
"M1_DF_DARK_117_K176742_P3",0.164063025846889,0.0688362528491883,0.369211375596449,0.397889345707474,-0.085936974153111,-0.181163747150812,0.119211375596449,0.147889345707474,0.201503043946863,0.0960594495290794,-0.085936974153111,0.444846392650254,-0.367485670812075,0.239198783630422,0.330086437535566,0.724654988603247,0.00252501605806733
"M1_DF_DARK_117_K176742_P4",0.23428367065792,0.149366225875442,0.297120156315717,0.319229947150921,-0.0157163293420802,-0.100633774124558,0.0471201563157174,0.0692299471509212,0.104019860733817,0.0444219115655478,-0.0157163293420802,0.403607604114158,-0.138065645466959,0.114194748838153,0.283688925093899,0.402535096498234,0.00171840489795637
"M1_DF_DARK_125_K176573_P1",0.229866159182134,0.189177812961616,0.289933029158907,0.291022998697342,-0.0201338408178656,-0.0608221870383837,0.039933029158907,0.0410229986973423,0.0623671844528771,0.0352369858805533,-0.0201338408178656,0.514280788256985,-0.27399942256525,0.0744088866776319,0.305845984421252,0.243288748153535,0.00548313069416264
"M1_DF_DARK_125_K176573_P2",0.192203257386642,0.0964477239655965,0.340887196904916,0.370461821742846,-0.0577967426133583,-0.153552276034404,0.0908871969049156,0.120461821742846,0.16779868047084,0.0759661955655546,-0.0577967426133583,0.425115440792445,-0.304053004393398,0.193048500364996,0.314304198789185,0.614209104137614,0.00309666553058425
"M1_DF_DARK_125_K176573_P3",0.147972228820993,0.0778666116706823,0.360900078762751,0.413261080745573,-0.102027771179007,-0.172133388329318,0.110900078762751,0.163261080745573,0.205386327946289,0.081555032155883,-0.102027771179007,0.377987567255643,-0.432535649696601,0.243401793479349,0.353507526694478,0.688533553317271,0.00261762296118879
"M1_DF_DARK_125_K176573_P4",0.228871917105905,0.144963014778326,0.297964042072742,0.328201026043028,-0.0211280828940954,-0.105036985221674,0.0479640420727416,0.0782010260430279,0.112209907270219,0.0434036437601855,-0.0211280828940954,0.369082134190623,-0.173838447595276,0.122152918377057,0.290737872281989,0.420147940886697,0.00165185224095309
"M1_DF_DARK_125_K176574_P1",0.227706884869643,0.182493812035744,0.292855235253855,0.296944067840758,-0.022293115130357,-0.0675061879642563,0.0428552352538551,0.0469440678407582,0.0700861819133235,0.0375730347447947,-0.022293115130357,0.492106975500454,-0.273321818454896,0.0825880670395934,0.3058536910843,0.270024751857025,0.00386204204321053
"M1_DF_DARK_125_K176574_P2",0.175609029445708,0.0992542216341924,0.341275231489866,0.383861517430233,-0.0743909705542918,-0.150745778365808,0.0912752314898665,0.133861517430233,0.174285662943415,0.0705108228422905,-0.0743909705542918,0.384440169335382,-0.376775279995645,0.202191208873017,0.335318194421288,0.60298311346323,0.00314184120038763
"M1_DF_DARK_125_K176574_P3",0.167758121100359,0.0868555561413426,0.352376769323083,0.393009553435216,-0.0822418788996414,-0.163144443858657,0.102376769323083,0.143009553435216,0.187480269020853,0.079510066602755,-0.0822418788996414,0.4011066661773,-0.38382272352503,0.219623379011091,0.336547438908438,0.65257777543463,0.00262117471247593
"M1_DF_DARK_125_K176574_P4",0.229519901108322,0.159790094172738,0.299116248213926,0.311573756505014,-0.0204800988916781,-0.0902099058272619,0.0491162482139261,0.0615737565050139,0.0929481310012437,0.0448548398649248,-0.0204800988916782,0.449614138951387,-0.195895675152981,0.105217613385523,0.291591074230247,0.360839623309047,0.00238047530275934
"M1_DF_DARK_125_K176575_P1",0.229599691803215,0.179034951703583,0.293725130379918,0.297640226113284,-0.0204003081967845,-0.0709650482964172,0.0437251303799178,0.047640226113284,0.0726306007766368,0.0391649061677377,-0.0204003081967845,0.494540189757193,-0.242365024511031,0.0850015683315707,0.299448708808468,0.283860193185669,0.00394293776605507
"M1_DF_DARK_125_K176575_P2",0.16556444532324,0.0823594874613547,0.355627673778334,0.396448393437071,-0.0844355546767595,-0.167640512538645,0.105627673778334,0.146448393437071,0.192339388377377,0.0821825899718383,-0.0844355546767595,0.403799433356853,-0.383680313804644,0.225561036771502,0.336376084389959,0.670562050154581,0.00279038257761424
"M1_DF_DARK_125_K176575_P3",0.180130092431987,0.103492090166972,0.343184859320127,0.373192958080913,-0.0698699075680128,-0.146507909833028,0.093184859320127,0.123192958080913,0.16515737739373,0.0741347261726548,-0.0698699075680129,0.421916511913054,-0.368337160607663,0.194048243784457,0.331122469779294,0.58603163933211,0.003749396503288
"M1_DF_DARK_125_K176575_P4",0.229142419221754,0.125986055890552,0.313298583444492,0.331572941443203,-0.0208575807782465,-0.124013944109448,0.0632985834444915,0.081572941443203,0.125895741852989,0.0597640179859315,-0.0208575807782465,0.443212022374367,-0.148563170003314,0.140913144661733,0.284067137920737,0.496055776437792,0.00156607386085255
"M1_DF_DARK_125_K176576_P1",0.236843032031284,0.185191426357462,0.288189040527571,0.289776501083683,-0.0131569679687161,-0.0648085736425384,0.0381890405275711,0.0397765010836834,0.0640450169475231,0.0358539036508135,-0.0131569679687161,0.51035392570587,-0.177371347001046,0.0745679046838528,0.287646759112242,0.259234294570153,0.00306873686449124
"M1_DF_DARK_125_K176576_P2",0.187928951399444,0.105589010547182,0.342935398868605,0.36354663918477,-0.0620710486005564,-0.144410989452818,0.0929353988686046,0.11354663918477,0.157966141355112,0.0766274464379937,-0.0620710486005565,0.451646830627768,-0.339823926644925,0.186219983988302,0.322378484999479,0.577643957811274,0.00351941095115442
"M1_DF_DARK_125_K176576_P3",0.209071667541136,0.116011972420717,0.328276888282308,0.346639471755839,-0.0409283324588636,-0.133988027579283,0.0782768882823079,0.0966394717558388,0.141229923506279,0.0685548270597425,-0.0409283324588637,0.451909979578989,-0.255030835534399,0.162236814578701,0.302707670061608,0.535952110317132,0.00184439826984161
"M1_DF_DARK_125_K176576_P4",0.23175384527229,0.149068273084572,0.305272356467456,0.313905525175682,-0.0182461547277101,-0.100931726915428,0.055272356467456,0.0639055251756823,0.100941789556435,0.052174197236176,-0.0182461547277101,0.477055585811977,-0.159218344075128,0.11508394283497,0.285053932871375,0.403726907661713,0.0019204196689196
"M1_DF_DARK_125_K176577_P1",0.235657307373747,0.184468169480542,0.290578125588915,0.289296397556796,-0.0143426926262527,-0.0655318305194583,0.040578125588915,0.039296397556796,0.0641939173567301,0.037968694049393,-0.0143426926262527,0.534122883029889,-0.18998819152925,0.0759486246431775,0.289739444332423,0.262127322077833,0.0046465641368906
"M1_DF_DARK_125_K176577_P2",0.167858420429307,0.0997376796150969,0.342237901847441,0.390165998108155,-0.0821415795706935,-0.150262320384903,0.0922379018474412,0.140165998108155,0.177850296790628,0.0687916348522114,-0.0821415795706935,0.369071326380503,-0.406737383801402,0.207630094611843,0.345446040763896,0.601049281539612,0.00317519324096731
"M1_DF_DARK_125_K176577_P3",0.172758696296845,0.0844736364091707,0.354677767030416,0.388089900263568,-0.077241303703155,-0.165526363590829,0.104677767030416,0.138089900263568,0.185926231013374,0.083718613541914,-0.077241303703155,0.423085633091815,-0.362106489829021,0.218044923421716,0.329320536456521,0.662105454363317,0.00203996835355932
"M1_DF_DARK_125_K176577_P4",0.234541366720833,0.149701759157615,0.304657638762308,0.311099235359244,-0.0154586332791673,-0.100298240842385,0.0546576387623076,0.0610992353592443,0.0988353656167456,0.052507728308921,-0.0154586332791673,0.488345316352157,-0.137256957798271,0.112979911363122,0.281609902661869,0.401192963369538,0.00234756654250408
"M1_DF_DARK_125_K176578_P1",0.24120895436923,0.178445964569502,0.289906814564468,0.290438266496799,-0.00879104563076962,-0.0715540354304977,0.0399068145644682,0.0404382664967992,0.0685809987103976,0.0392194648015155,-0.00879104563076963,0.519479359363587,-0.110818540314459,0.0794908943635379,0.277730298107189,0.286216141721991,0.00288308190329094
"M1_DF_DARK_125_K176578_P2",0.180398990025166,0.111890172831589,0.34035259911291,0.367358238030335,-0.0696010099748339,-0.138109827168411,0.0903525991129098,0.117358238030335,0.156441601328248,0.0712257302305334,-0.0696010099748339,0.427241375729509,-0.384731764264781,0.185449130120732,0.335691409371245,0.552439308673645,0.00355561410107234
"M1_DF_DARK_125_K176578_P3",0.171148710136355,0.0935022765245431,0.354873277981977,0.380475735357125,-0.0788512898636446,-0.156497723475457,0.104873277981977,0.130475735357125,0.175734635965355,0.0833567681555321,-0.0788512898636447,0.442904127968645,-0.385153723322869,0.209877438016504,0.335272349903253,0.625990893901827,0.00316827897539842
"M1_DF_DARK_125_K176578_P4",0.233885384392608,0.153222012233079,0.301341392709335,0.311551210664978,-0.0161146156073916,-0.0967779877669213,0.0513413927093349,0.061551210664978,0.0969564368855049,0.0487583934243978,-0.0161146156073916,0.465956695584726,-0.14740891131331,0.109716053606732,0.283422026377967,0.387111951067685,0.00214213256288481
"M1_DF_DARK_125_K176579_P1",0.233292004227662,0.188427294772509,0.290528428476622,0.287752272523207,-0.0167079957723383,-0.0615727052274912,0.0405284284766224,0.0377522725232071,0.0608238785506258,0.0370797213546522,-0.0167079957723383,0.547466237662805,-0.230382618706061,0.0731683473942688,0.297081097557495,0.246290820909965,0.00449162788678535
"M1_DF_DARK_125_K176579_P2",0.174676437770089,0.0967306379451531,0.346445327916388,0.38214759636837,-0.0753235622299111,-0.153269362054847,0.096445327916388,0.13214759636837,0.174781478018511,0.0756648172572087,-0.0753235622299111,0.408552173659217,-0.376611809917262,0.204810567734932,0.334069648671274,0.613077448219387,0.00199430750041934
"M1_DF_DARK_125_K176579_P3",0.164678118895093,0.0755647665824756,0.366954648727573,0.392802465794858,-0.0853218811049073,-0.174435233417524,0.116954648727573,0.142802465794858,0.194267622561217,0.0938832974534005,-0.0853218811049074,0.450172517157268,-0.37657027745158,0.232021132898689,0.332531920806572,0.697740933670097,0.00253720053995209
"M1_DF_DARK_125_K176579_P4",0.225968725694526,0.15745044271314,0.302806711450023,0.31377412014231,-0.0240312743054735,-0.0925495572868598,0.0528067114500229,0.0637741201423105,0.0957283111042247,0.0475136371267315,-0.0240312743054735,0.460714043787648,-0.221183093097258,0.109539752622611,0.295894858478604,0.370198229147439,0.00230652611411745
"M1_DF_DARK_143_K176718_P1",0.231114588212411,0.179655598562322,0.295776101385533,0.293453711839733,-0.0188854117875887,-0.0703444014376776,0.0457761013855333,0.0434537118397331,0.0696868278052739,0.0418758861887381,-0.0188854117875887,0.541092297533227,-0.228242418162832,0.0834655772881302,0.296631912356513,0.28137760575071,0.00292812623640265
"M1_DF_DARK_143_K176718_P2",0.176163860634694,0.0883661466269875,0.351854552856961,0.383615439881358,-0.0738361393653059,-0.161633853373012,0.101854552856961,0.133615439881358,0.180802528847641,0.0819280501088993,-0.0738361393653059,0.425458375305256,-0.356114039380179,0.211786532406386,0.327571433809774,0.64653541349205,0.00355206377677755
"M1_DF_DARK_143_K176718_P3",0.177816502411478,0.0970664537084057,0.347167490300327,0.37794955357979,-0.0721834975885224,-0.152933546291594,0.0971674903003266,0.12794955357979,0.172005068014025,0.077540966636055,-0.0721834975885224,0.423524235521175,-0.365400113346448,0.202011886416308,0.330228212375226,0.611734185166377,0.00250752416023456
"M1_DF_DARK_143_K176718_P4",0.224789225886996,0.118915040528053,0.320430582064752,0.335865151520199,-0.0252107741130041,-0.131084959471947,0.0704305820647521,0.0858651515201992,0.132854267892734,0.065789558604219,-0.0252107741130041,0.45980099746171,-0.168442671225353,0.15037987115977,0.286798485054177,0.524339837887789,0.00121696114466805
"M1_DF_DARK_143_K176719_P1",0.220375657496487,0.172351067466132,0.303430576504433,0.303842698532948,-0.0296243425035132,-0.0776489325338675,0.0534305765044331,0.0538426985329476,0.0805218503899984,0.0461978977172733,-0.0296243425035132,0.520880218892027,-0.30889854425093,0.0974454504453153,0.313737250678924,0.31059573013547,0.00282389589199257
"M1_DF_DARK_143_K176719_P2",0.157020960352734,0.0959569372484925,0.346992981704807,0.400029120693967,-0.092979039647266,-0.154043062751507,0.0969929817048065,0.150029120693967,0.186205423603844,0.0700035379150598,-0.092979039647266,0.359601446523828,-0.437226625022219,0.219586103644652,0.356371295990905,0.61617225100603,0.00188896595946693
"M1_DF_DARK_143_K176719_P3",0.14528711264223,0.0615878386560689,0.375277938722357,0.417847109979344,-0.10471288735777,-0.188412161343931,0.125277938722357,0.167847109979344,0.218163357719443,0.0958557236413256,-0.10471288735777,0.41398388999693,-0.414028450368626,0.260285149758923,0.345366705501289,0.753648645375724,0.00159927157821433
"M1_DF_DARK_143_K176719_P4",0.216670524111922,0.129711032149936,0.31360960960567,0.340008834132472,-0.0333294758880776,-0.120288967850064,0.0636096096056698,0.090008834132472,0.128780577221518,0.0556844302442705,-0.0333294758880776,0.408119874368647,-0.23322900096719,0.144208345126453,0.299712325460726,0.481155871400257,0.0011878488904935
