wave;IRR_dark_10cm
1049.24;0.00554
1049.78;0.00587
1050.33;0.00596
1050.88;0.00497
1051.42;0.00504
1051.97;0.00448
1052.51;0.00497
1053.06;0.00508
1053.61;0.00581
1054.15;0.00549
1054.7;0.00488
1055.24;0.00479
1055.79;0.00504
1056.33;0.00610
1056.88;0.00614
1057.42;0.00582
1057.97;0.00592
1058.52;0.00694
1059.06;0.00709
1059.61;0.00821
1060.15;0.00789
1060.7;0.00859
1061.24;0.00743
1061.79;0.00862
1062.33;0.01056
1062.88;0.01059
1063.42;0.00917
1063.97;0.00759
1064.51;0.00739
1065.06;0.00703
1065.6;0.00898
1066.15;0.01065
1066.69;0.01256
1067.24;0.01155
1067.78;0.01014
1068.32;0.01266
1068.87;0.01168
1069.41;0.01460
1069.96;0.01288
1070.5;0.01427
1071.05;0.01279
1071.59;0.01090
1072.14;0.00984
1072.68;0.01020
1073.22;0.01073
1073.77;0.01251
1074.31;0.01249
1074.86;0.01292
1075.4;0.01294
1075.94;0.01228
1076.49;0.01484
1077.03;0.01442
1077.57;0.01634
1078.12;0.01414
1078.66;0.01707
1079.2;0.01679
1079.75;0.01675
1080.29;0.01440
1080.83;0.01550
1081.38;0.01585
1081.92;0.01790
1082.46;0.01786
1083.01;0.01969
1083.55;0.01797
1084.09;0.01644
1084.64;0.01431
1085.18;0.01681
1085.72;0.01600
1086.27;0.01735
1086.81;0.01758
1087.35;0.02265
1087.89;0.02673
1088.44;0.02499
1088.98;0.02595
1089.52;0.02481
1090.06;0.02740
1090.61;0.02577
1091.15;0.02375
1091.69;0.02281
1092.23;0.02168
1092.78;0.02461
1093.32;0.02428
1093.86;0.02375
1094.4;0.02464
1094.94;0.02843
1095.49;0.02904
1096.03;0.02636
1096.57;0.02341
1097.11;0.02362
1097.65;0.02542
1098.19;0.03183
1098.74;0.03250
1099.28;0.03169
1099.82;0.02590
1100.36;0.00000
